calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
3 21.800000 -120.744700 114.909848 4.068816 5.338879 4.108458 -0.016002 5.366194 -0.000961 0.000883 0.000000 0.000000 0.000000 0.000000 
1 22.000000 -126.148757 107.705517 4.122423 5.864154 5.216816 -0.009397 6.993882 -0.005383 0.001620 9.005899 0.053607 0.000000 0.000000 
1 22.200000 -130.323991 101.469237 4.202832 6.360479 6.161287 0.001214 8.816312 -0.011312 0.002357 7.504916 0.080410 0.000000 0.000000 
1 22.400000 -133.984815 94.917739 4.283242 6.886954 6.904573 0.017296 10.821032 -0.018671 0.003094 7.504916 0.080410 0.000000 0.000000 
1 22.600000 -137.732126 86.728486 4.336849 7.704848 7.394029 0.043215 12.978463 -0.028890 0.003831 9.005899 0.053607 0.000000 0.000000 
1 22.800000 -139.383697 82.539348 4.417259 8.343847 7.834545 0.059718 15.176423 -0.033907 0.004568 4.502949 0.080410 0.000000 0.000000 
2 22.800000 -139.383697 82.539348 4.417259 8.343847 7.834545 0.059718 15.176423 -0.033907 0.004568 0.000000 0.000000 80.000000 -5.000000 
3 22.800000 -139.656713 80.554515 4.457654 4.778250 5.010816 -0.018994 10.135702 -0.022629 0.000898 0.000000 0.000000 0.000000 0.000000 
1 23.000000 -141.547866 73.291781 4.538064 4.616047 5.254442 -0.012358 12.437856 -0.023798 0.001635 7.504916 0.080410 0.000000 0.000000 
2 23.000000 -141.547866 73.291781 4.538064 4.616047 5.254442 -0.012358 12.437856 -0.023798 0.001635 0.000000 0.000000 80.000000 -10.000000 
3 23.000000 -141.162969 74.237071 4.532513 3.544173 3.532593 -0.023065 8.916529 -0.019291 0.000904 0.000000 0.000000 0.000000 0.000000 
1 23.200000 -142.774196 65.376475 4.586119 3.240862 3.665987 -0.014987 11.236045 -0.020317 0.001641 9.005899 0.053607 0.000000 0.000000 
2 23.200000 -142.774196 65.376475 4.586119 3.240862 3.665987 -0.014987 11.236045 -0.020317 0.001641 0.000000 0.000000 80.000000 -15.000000 
3 23.200000 -141.594565 68.370713 4.582574 2.693221 2.561068 -0.021649 8.368638 -0.015166 0.001018 0.000000 0.000000 0.000000 0.000000 
1 23.400000 -142.566082 60.928945 4.609377 2.451190 2.695096 -0.014046 10.679464 -0.015952 0.001755 7.504916 0.026803 0.000000 0.000000 
1 23.600000 -143.337811 53.463813 4.689787 2.340415 2.627776 -0.000875 12.994995 -0.016250 0.002492 7.504916 0.080410 0.000000 0.000000 
1 23.800000 -143.507423 45.960814 4.770197 2.474932 2.380433 0.017799 15.284907 -0.015169 0.003229 7.504916 0.080410 0.000000 0.000000 
1 24.000000 -143.073822 38.468435 4.850607 2.961864 1.995500 0.041805 17.524366 -0.011830 0.003966 7.504916 0.080410 0.000000 0.000000 
1 24.200000 -142.246612 32.521761 4.904213 3.676437 1.567831 0.065183 19.729723 -0.007290 0.004703 6.003933 0.053607 0.000000 0.000000 
2 24.200000 -142.246612 32.521761 4.904213 3.676437 1.567831 0.065183 19.729723 -0.007290 0.004703 0.000000 0.000000 80.000000 -30.000000 
3 24.200000 -143.817569 30.392723 4.836134 2.111122 0.519280 -0.009051 12.319865 -0.017010 0.000944 0.000000 0.000000 0.000000 0.000000 
1 24.400000 -142.891245 22.945194 4.916543 2.124087 -0.067792 -0.002111 14.486538 -0.015574 0.001681 7.504916 0.080410 0.000000 0.000000 
2 24.400000 -142.891245 22.945194 4.916543 2.124087 -0.067792 -0.002111 14.486538 -0.015574 0.001681 0.000000 0.000000 80.000000 -35.000000 
3 24.400000 -143.156325 24.874182 4.893015 1.929562 -0.214067 -0.013964 10.141112 -0.009806 0.000908 0.000000 0.000000 0.000000 0.000000 
2 24.400000 -143.156325 24.874182 4.893015 1.929562 -0.214067 -0.013964 10.141112 -0.009806 0.000908 0.000000 0.000000 80.000000 15.000000 
3 24.400000 -142.907266 24.030509 4.906799 1.880257 -0.065538 -0.016834 8.080899 -0.013546 0.000646 0.000000 0.000000 0.000000 0.000000 
1 24.600000 -141.457409 16.666972 4.987209 1.840974 -0.791838 -0.012168 10.169445 -0.012230 0.001383 7.504916 0.080410 0.000000 0.000000 
2 24.600000 -141.457409 16.666972 4.987209 1.840974 -0.791838 -0.012168 10.169445 -0.012230 0.001383 0.000000 0.000000 80.000000 10.000000 
3 24.600000 -141.500800 17.216778 4.991681 1.772399 -0.527612 -0.015748 8.077645 -0.017342 0.000863 0.000000 0.000000 0.000000 0.000000 
1 24.800000 -139.431883 10.002671 5.072091 1.880108 -1.436497 -0.009685 10.016932 -0.015061 0.001600 7.504916 0.080410 0.000000 0.000000 
1 25.000000 -136.790191 2.978055 5.152500 2.241883 -2.425834 0.001180 11.828711 -0.009945 0.002337 7.504916 0.080410 0.000000 0.000000 
1 25.200000 -134.232274 -2.453728 5.206107 2.838762 -3.404399 0.013537 13.583220 -0.003295 0.003074 6.003933 0.053607 0.000000 0.000000 
2 25.200000 -134.232274 -2.453728 5.206107 2.838762 -3.404399 0.013537 13.583220 -0.003295 0.003074 0.000000 0.000000 80.000000 35.000000 
3 25.200000 -132.946809 -3.403152 5.280703 2.311406 -2.506431 -0.000602 10.397731 -0.032855 0.000958 0.000000 0.000000 0.000000 0.000000 
1 25.400000 -128.907571 -9.728365 5.361113 3.182144 -3.792373 0.005130 11.587085 -0.028509 0.001695 7.504916 0.080410 0.000000 0.000000 
2 25.400000 -128.907571 -9.728365 5.361113 3.182144 -3.792373 0.005130 11.587085 -0.028509 0.001695 0.000000 0.000000 80.000000 35.000000 
3 25.400000 -129.034054 -9.996000 5.339562 2.654228 -2.802069 0.000771 9.283818 -0.038429 0.000924 0.000000 0.000000 0.000000 0.000000 
1 25.600000 -124.629733 -16.072653 5.419972 3.669588 -4.133417 0.006043 10.265643 -0.033919 0.001661 7.504916 0.080410 0.000000 0.000000 
2 25.600000 -124.629733 -16.072653 5.419972 3.669588 -4.133417 0.006043 10.265643 -0.033919 0.001661 0.000000 0.000000 80.000000 30.000000 
3 25.600000 -125.348470 -15.108441 5.404783 3.026636 -3.094240 0.002137 8.375260 -0.039160 0.001004 0.000000 0.000000 0.000000 0.000000 
1 25.800000 -120.557471 -20.885125 5.485193 4.205118 -4.420441 0.007534 9.177200 -0.033898 0.001741 7.504916 0.080410 0.000000 0.000000 
1 26.000000 -116.365854 -25.183678 5.538799 5.545532 -5.645521 0.014617 9.972720 -0.026208 0.002478 6.003933 0.053607 0.000000 0.000000 
1 26.200000 -110.845960 -30.268413 5.619209 7.167266 -6.734303 0.026080 10.627235 -0.011559 0.003215 7.504916 0.080410 0.000000 0.000000 
1 26.400000 -103.753382 -35.818328 5.672815 9.074134 -7.564562 0.042678 11.391040 0.012170 0.003952 9.005899 0.053607 0.000000 0.000000 
2 26.400000 -103.753382 -35.818328 5.672815 9.074134 -7.564562 0.042678 11.391040 0.012170 0.003952 0.000000 0.000000 80.000000 -30.000000 
3 26.400000 -103.231905 -36.948537 5.653706 6.194074 -4.915502 0.006351 7.313806 -0.019197 0.000936 0.000000 0.000000 0.000000 0.000000 
1 26.600000 -97.165425 -41.366859 5.734116 7.939918 -5.955479 0.010019 7.735915 -0.013202 0.001673 7.504916 0.080410 0.000000 0.000000 
2 26.600000 -97.165425 -41.366859 5.734116 7.939918 -5.955479 0.010019 7.735915 -0.013202 0.001673 0.000000 0.000000 80.000000 -35.000000 
3 26.600000 -98.685757 -40.086267 5.715645 5.959338 -4.008282 -0.000247 5.529090 -0.017575 0.000905 0.000000 0.000000 0.000000 0.000000 
1 26.800000 -92.357418 -44.120605 5.796055 7.773602 -5.006612 0.002932 5.842193 -0.011574 0.001642 7.504916 0.080410 0.000000 0.000000 
2 26.800000 -92.357418 -44.120605 5.796055 7.773602 -5.006612 0.002932 5.842193 -0.011574 0.001642 0.000000 0.000000 80.000000 35.000000 
3 26.800000 -91.151381 -45.058077 5.785977 6.100231 -3.800014 0.008252 4.874904 -0.024361 0.000801 0.000000 0.000000 0.000000 0.000000 
1 27.000000 -85.874419 -47.921796 5.839583 8.033580 -4.702807 0.010317 5.060010 -0.020016 0.001538 6.003933 0.053607 0.000000 0.000000 
2 27.000000 -85.874419 -47.921796 5.839583 8.033580 -4.702807 0.010317 5.060010 -0.020016 0.001538 0.000000 0.000000 80.000000 25.000000 
3 27.000000 -85.541336 -47.840855 5.872690 6.356149 -3.653938 0.011276 4.353374 -0.026463 0.000864 0.000000 0.000000 0.000000 0.000000 
1 27.200000 -77.283617 -51.434778 5.926297 8.464820 -4.375675 0.013996 4.250403 -0.019169 0.001601 9.005899 0.053607 0.000000 0.000000 
2 27.200000 -77.283617 -51.434778 5.926297 8.464820 -4.375675 0.013996 4.250403 -0.019169 0.001601 0.000000 0.000000 80.000000 25.000000 
3 27.200000 -78.535481 -50.831866 5.918005 6.716983 -3.419384 0.014661 3.670570 -0.025585 0.000954 0.000000 0.000000 0.000000 0.000000 
1 27.400000 -71.525444 -53.512004 5.998415 8.911880 -3.976407 0.016673 3.533921 -0.018713 0.001691 7.504916 0.080410 0.000000 0.000000 
2 27.400000 -71.525444 -53.512004 5.998415 8.911880 -3.976407 0.016673 3.533921 -0.018713 0.001691 0.000000 0.000000 80.000000 -35.000000 
3 27.400000 -70.643751 -53.962103 6.008504 6.837869 -2.843878 0.005713 2.887665 -0.017549 0.000798 0.000000 0.000000 0.000000 0.000000 
1 27.600000 -63.420181 -55.997735 6.088914 9.081213 -3.256509 0.006870 2.758654 -0.011669 0.001535 7.504916 0.080410 0.000000 0.000000 
2 27.600000 -63.420181 -55.997735 6.088914 9.081213 -3.256509 0.006870 2.758654 -0.011669 0.001535 0.000000 0.000000 80.000000 -35.000000 
3 27.600000 -64.358538 -55.861313 6.047323 7.036292 -2.305261 0.001909 2.277689 -0.014401 0.000863 0.000000 0.000000 0.000000 0.000000 
1 27.800000 -57.061409 -57.615074 6.127733 9.297739 -2.653935 0.002912 2.166999 -0.008001 0.001600 7.504916 0.080410 0.000000 0.000000 
1 28.000000 -51.129875 -58.544646 6.181339 11.589249 -2.869361 0.003888 2.152399 0.001557 0.002337 6.003933 0.053607 0.000000 0.000000 
1 28.200000 -43.663848 -59.307672 6.261749 13.900748 -2.886643 0.004264 2.308398 0.019093 0.003074 7.504916 0.080410 0.000000 0.000000 
1 28.400000 -36.160657 -59.468537 6.342159 16.200798 -2.737340 0.002905 2.775055 0.042124 0.003811 7.504916 0.080410 0.000000 0.000000 
1 28.600000 -28.668788 -59.026202 6.368962 18.492925 -2.563747 0.000454 3.635053 0.070621 0.004548 7.504916 0.026803 0.000000 0.000000 
2 28.600000 -28.668788 -59.026202 6.368962 18.492925 -2.563747 0.000454 3.635053 0.070621 0.004548 0.000000 0.000000 80.000000 -15.000000 
3 28.600000 -28.194303 -57.095510 6.466719 12.277009 -1.294151 0.021759 1.888736 -0.006615 0.000903 0.000000 0.000000 0.000000 0.000000 
1 28.800000 -20.815433 -55.725828 6.547128 14.349201 -0.554259 0.019992 1.997574 -0.000075 0.001640 7.504916 0.080410 0.000000 0.000000 
2 28.800000 -20.815433 -55.725828 6.547128 14.349201 -0.554259 0.019992 1.997574 -0.000075 0.001640 0.000000 0.000000 80.000000 -20.000000 
3 28.800000 -22.749710 -55.625938 6.546113 10.110107 -0.251467 0.022850 1.778407 -0.012252 0.000912 0.000000 0.000000 0.000000 0.000000 
2 28.800000 -22.749710 -55.625938 6.546113 10.110107 -0.251467 0.022850 1.778407 -0.012252 0.000912 0.000000 0.000000 80.000000 35.000000 
3 28.800000 -20.896432 -55.541915 6.539747 8.385590 -0.358298 0.026355 1.734450 -0.015188 0.000639 0.000000 0.000000 0.000000 0.000000 
1 29.000000 -13.637165 -53.637497 6.620156 10.317321 0.576028 0.024771 1.803992 -0.010665 0.001376 7.504916 0.080410 0.000000 0.000000 
2 29.000000 -13.637165 -53.637497 6.620156 10.317321 0.576028 0.024771 1.803992 -0.010665 0.001376 0.000000 0.000000 80.000000 30.000000 
3 29.000000 -13.121863 -53.643054 6.608561 8.498276 0.301333 0.029476 1.728218 -0.014176 0.000844 0.000000 0.000000 0.000000 0.000000 
1 29.200000 -7.432952 -51.723809 6.715774 10.260296 1.365777 0.027352 2.004948 -0.009576 0.001581 6.003933 0.107213 0.000000 0.000000 
2 29.200000 -7.432952 -51.723809 6.715774 10.260296 1.365777 0.027352 2.004948 -0.009576 0.001581 0.000000 0.000000 80.000000 20.000000 
3 29.200000 -7.772379 -51.777808 6.720336 8.400873 0.926345 0.031941 1.870816 -0.012793 0.000958 0.000000 0.000000 0.000000 0.000000 
1 29.400000 -0.973214 -48.600527 6.747139 10.045575 2.087006 0.028723 2.205084 -0.006360 0.001695 7.504916 0.026803 0.000000 0.000000 
2 29.400000 -0.973214 -48.600527 6.747139 10.045575 2.087006 0.028723 2.205084 -0.006360 0.001695 0.000000 0.000000 80.000000 15.000000 
3 29.400000 -2.632003 -48.984391 6.767648 8.173574 1.501188 0.031261 1.986548 -0.010320 0.001050 0.000000 0.000000 0.000000 0.000000 
1 29.600000 4.009287 -45.489105 6.848058 9.588293 2.759108 0.027043 2.560206 -0.003663 0.001787 7.504916 0.080410 0.000000 0.000000 
1 29.800000 10.348366 -41.471663 6.928468 10.855827 3.999968 0.018976 3.416527 0.007052 0.002524 7.504916 0.080410 0.000000 0.000000 
1 30.000000 16.344269 -36.958027 7.008877 12.022708 5.148194 0.006404 4.593215 0.021222 0.003261 7.504916 0.080410 0.000000 0.000000 
1 30.200000 23.081044 -30.981232 7.062484 13.241996 6.078207 -0.014236 6.140541 0.042116 0.003998 9.005899 0.053607 0.000000 0.000000 
2 30.200000 23.081044 -30.981232 7.062484 13.241996 6.078207 -0.014236 6.140541 0.042116 0.003998 0.000000 0.000000 80.000000 -35.000000 
3 30.200000 24.841248 -30.528961 7.035973 8.576311 4.147696 0.016485 4.348960 0.001165 0.000895 0.000000 0.000000 0.000000 0.000000 
1 30.400000 30.318227 -25.398029 7.062777 9.596334 5.359871 0.011761 5.529111 0.005944 0.001632 7.504916 0.026803 0.000000 0.000000 
2 30.400000 30.318227 -25.398029 7.062777 9.596334 5.359871 0.011761 5.529111 0.005944 0.001632 0.000000 0.000000 80.000000 -30.000000 
3 30.400000 30.308607 -26.249677 7.009422 6.910285 3.738980 0.013019 4.354494 -0.005692 0.000850 0.000000 0.000000 0.000000 0.000000 
2 30.400000 30.308607 -26.249677 7.009422 6.910285 3.738980 0.013019 4.354494 -0.005692 0.000850 0.000000 0.000000 80.000000 35.000000 
1 30.600000 38.164380 -19.272470 7.036225 7.997427 4.986082 0.006913 5.398052 0.000822 0.001587 10.506882 0.026803 0.000000 0.000000 
1 30.800000 46.925478 -11.060772 7.036225 9.221252 6.078940 -0.006117 6.615150 0.014725 0.002324 12.007865 0.000000 0.000000 0.000000 
1 31.000000 55.686577 -2.849075 7.036225 10.708780 6.890453 -0.025200 8.132418 0.035084 0.003061 12.007865 -0.000000 0.000000 0.000000 
2 31.000000 55.686577 -2.849075 7.036225 10.708780 6.890453 -0.025200 8.132418 0.035084 0.003061 0.000000 0.000000 80.000000 0.000000 
3 31.000000 54.965871 -2.408782 7.075463 7.318665 4.892334 0.007069 5.594521 0.003194 0.000848 0.000000 0.000000 0.000000 0.000000 
1 31.200000 62.344074 5.071639 7.048659 8.462363 6.030560 0.000893 6.801187 0.009620 0.001585 10.506882 -0.026803 0.000000 0.000000 
2 31.200000 62.344074 5.071639 7.048659 8.462363 6.030560 0.000893 6.801187 0.009620 0.001585 0.000000 0.000000 80.000000 5.000000 
3 31.200000 60.271770 2.942946 7.034759 6.285059 4.316088 0.009002 5.081136 -0.000093 0.000855 0.000000 0.000000 0.000000 0.000000 
1 31.400000 67.948258 10.116934 7.061562 7.370600 5.492465 0.002697 6.266981 0.006301 0.001592 10.506882 0.026803 0.000000 0.000000 
1 31.600000 74.360944 16.440198 7.115169 8.453348 6.553214 -0.007900 7.665095 0.015954 0.002329 9.005899 0.053607 0.000000 0.000000 
1 31.800000 79.414835 21.988347 7.195579 9.494450 7.477304 -0.021723 9.306717 0.026648 0.003066 7.504916 0.080410 0.000000 0.000000 
2 31.800000 79.414835 21.988347 7.195579 9.494450 7.477304 -0.021723 9.306717 0.026648 0.003066 0.000000 0.000000 80.000000 -35.000000 
3 31.800000 81.658331 21.898954 7.099598 6.266268 5.052678 0.001947 6.460691 -0.001512 0.000833 0.000000 0.000000 0.000000 0.000000 
2 31.800000 81.658331 21.898954 7.099598 6.266268 5.052678 0.001947 6.460691 -0.001512 0.000833 0.000000 0.000000 80.000000 35.000000 
3 31.800000 82.067851 22.850544 7.118667 5.001766 3.787617 0.009288 5.025618 -0.000874 0.000525 0.000000 0.000000 0.000000 0.000000 
1 32.000000 89.116084 30.642655 7.145470 5.865609 4.971434 0.005098 6.370846 0.002717 0.001262 10.506882 0.026803 0.000000 0.000000 
2 32.000000 89.116084 30.642655 7.145470 5.865609 4.971434 0.005098 6.370846 0.002717 0.001262 0.000000 0.000000 80.000000 35.000000 
3 32.000000 88.188182 29.677577 7.152427 4.750181 3.802317 0.012933 5.008451 0.002903 0.000737 0.000000 0.000000 0.000000 0.000000 
1 32.200000 95.938134 38.849658 7.152427 5.537687 4.962946 0.006173 6.446217 0.008615 0.001474 12.007865 0.000000 0.000000 0.000000 
1 32.400000 102.719342 46.875229 7.125623 6.555582 6.005849 -0.005385 7.925996 0.018924 0.002211 10.506882 -0.026803 0.000000 0.000000 
1 32.600000 110.712323 55.836316 7.125623 7.853714 6.782974 -0.025198 9.656949 0.036597 0.002948 12.007865 -0.000000 0.000000 0.000000 
2 32.600000 110.712323 55.836316 7.125623 7.853714 6.782974 -0.025198 9.656949 0.036597 0.002948 0.000000 0.000000 80.000000 -10.000000 
3 32.600000 109.436550 55.679538 7.168768 5.500292 4.899441 -0.000761 6.591152 0.002248 0.000830 0.000000 0.000000 0.000000 0.000000 
1 32.800000 116.085709 63.814847 7.195571 6.435495 5.950103 -0.007654 8.100320 0.007581 0.001567 10.506882 0.026803 0.000000 0.000000 
1 33.000000 122.514453 72.125432 7.168768 7.589333 6.885303 -0.020398 9.656020 0.017997 0.002304 10.506882 -0.026803 0.000000 0.000000 
1 33.200000 130.113492 81.422928 7.168768 9.093385 7.532726 -0.041815 11.448185 0.035501 0.003041 12.007865 -0.000000 0.000000 0.000000 
1 33.400000 137.712531 90.720425 7.168768 11.059394 7.802581 -0.070085 13.548943 0.058606 0.003778 12.007865 0.000000 0.000000 0.000000 
2 33.400000 137.712531 90.720425 7.168768 11.059394 7.802581 -0.070085 13.548943 0.058606 0.003778 0.000000 0.000000 80.000000 25.000000 
3 33.400000 136.416913 89.511552 7.177300 6.482824 5.640461 0.003837 8.465258 0.009159 0.000831 0.000000 0.000000 0.000000 0.000000 
1 33.600000 142.996418 97.703298 7.204104 7.323010 6.657474 -0.003116 10.080337 0.014443 0.001568 10.506882 0.026803 0.000000 0.000000 
1 33.800000 147.537562 103.678393 7.230907 8.206246 7.609206 -0.012673 11.761158 0.021311 0.002305 7.504916 0.026803 0.000000 0.000000 
1 34.000000 153.668695 112.210907 7.257710 9.329685 8.304848 -0.032714 13.675284 0.034912 0.003042 10.506882 0.026803 0.000000 0.000000 
2 34.000000 153.668695 112.210907 7.257710 9.329685 8.304848 -0.032714 13.675284 0.034912 0.003042 0.000000 0.000000 80.000000 -25.000000 
3 34.000000 153.909784 112.458163 7.256444 5.882116 5.417543 0.003372 8.848233 -0.001658 0.000813 0.000000 0.000000 0.000000 0.000000 
1 34.200000 158.976580 119.903551 7.310050 6.497370 6.440318 -0.002889 10.542702 0.002129 0.001550 9.005899 0.053607 0.000000 0.000000 
2 34.200000 158.976580 119.903551 7.310050 6.497370 6.440318 -0.002889 10.542702 0.002129 0.001550 0.000000 0.000000 80.000000 -25.000000 
3 34.200000 157.898126 117.704311 7.280603 4.639423 4.350400 0.006492 7.664724 -0.005970 0.000842 0.000000 0.000000 0.000000 0.000000 
1 34.400000 164.412069 127.791797 7.280603 5.274306 5.450839 -0.002005 9.253791 -0.000483 0.001579 12.007865 -0.000000 0.000000 0.000000 
1 34.600000 170.111770 136.618347 7.307407 6.061932 6.393101 -0.016180 10.982467 0.008141 0.002316 10.506882 0.026803 0.000000 0.000000 
1 34.800000 173.232399 141.747565 7.361013 6.815510 7.232807 -0.028431 12.841055 0.014723 0.003053 6.003933 0.053607 0.000000 0.000000 
1 35.000000 176.073717 147.036621 7.468226 7.553508 7.854037 -0.045416 14.907198 0.021620 0.003790 6.003933 0.107213 0.000000 0.000000 
2 35.000000 176.073717 147.036621 7.468226 7.553508 7.854037 -0.045416 14.907198 0.021620 0.003790 0.000000 0.000000 80.000000 -10.000000 
3 35.000000 177.356493 148.298906 7.445341 4.529276 4.940826 0.010357 9.829194 0.009467 0.000851 0.000000 0.000000 0.000000 0.000000 
1 35.200000 182.127967 159.318065 7.445341 4.769336 5.683955 0.000976 11.885225 0.013528 0.001588 12.007865 0.000000 0.000000 0.000000 
2 35.200000 182.127967 159.318065 7.445341 4.769336 5.683955 0.000976 11.885225 0.013528 0.001588 0.000000 0.000000 80.000000 -15.000000 
3 35.200000 180.349916 157.033287 7.468244 3.553794 3.910614 0.010460 8.514099 0.004468 0.000846 0.000000 0.000000 0.000000 0.000000 
1 35.400000 183.738323 165.377442 7.468244 3.765289 4.690562 0.003404 10.538158 0.007333 0.001583 9.005899 0.000000 0.000000 0.000000 
1 35.600000 185.997261 170.940211 7.575457 3.953438 5.249729 -0.005732 12.703222 0.009946 0.002320 6.003933 0.107213 0.000000 0.000000 
1 35.800000 187.647969 176.712764 7.682670 4.169616 5.559219 -0.019455 14.970092 0.012320 0.003057 6.003933 0.107213 0.000000 0.000000 
1 36.000000 188.415610 181.149800 7.763080 4.424617 5.699358 -0.033162 17.272879 0.013569 0.003794 4.502949 0.080410 0.000000 0.000000 
1 36.200000 189.233138 190.118515 7.816686 5.331991 5.640757 -0.067304 19.590457 0.014843 0.004531 9.005899 0.053607 0.000000 0.000000 
2 36.200000 189.233138 190.118515 7.816686 5.331991 5.640757 -0.067304 19.590457 0.014843 0.004531 0.000000 0.000000 80.000000 -30.000000 
3 36.200000 189.302852 191.904831 7.842180 2.778097 3.037894 0.011557 12.213969 0.019079 0.000868 0.000000 0.000000 0.000000 0.000000 
2 36.200000 189.302852 191.904831 7.842180 2.778097 3.037894 0.011557 12.213969 0.019079 0.000868 0.000000 0.000000 80.000000 25.000000 
3 36.200000 189.413075 192.557723 7.843823 2.444729 2.304091 0.018270 9.368105 0.022269 0.000624 0.000000 0.000000 0.000000 0.000000 
1 36.400000 189.504558 201.563157 7.897430 2.170854 1.998484 0.012654 11.657669 0.022025 0.001361 9.005899 0.053607 0.000000 0.000000 
2 36.400000 189.504558 201.563157 7.897430 2.170854 1.998484 0.012654 11.657669 0.022025 0.001361 0.000000 0.000000 80.000000 -30.000000 
3 36.400000 189.451593 199.965437 7.869628 1.935320 1.317810 0.017088 8.607528 0.013248 0.000847 0.000000 0.000000 0.000000 0.000000 
2 36.400000 189.451593 199.965437 7.869628 1.935320 1.317810 0.017088 8.607528 0.013248 0.000847 0.000000 0.000000 80.000000 20.000000 
3 36.400000 189.202596 199.088740 7.881912 1.885408 1.147499 0.019590 7.104303 0.015126 0.000674 0.000000 0.000000 0.000000 0.000000 
1 36.600000 188.993010 206.590728 7.962322 1.657627 0.774381 0.014562 9.364425 0.014579 0.001411 7.504916 0.080410 0.000000 0.000000 
1 36.800000 188.019220 215.543825 8.015928 1.570309 0.274074 0.002023 11.576220 0.012531 0.002148 9.005899 0.053607 0.000000 0.000000 
1 37.000000 187.051149 221.469198 8.123141 1.782283 -0.374314 -0.010409 13.689495 0.009101 0.002885 6.003933 0.107213 0.000000 0.000000 
1 37.200000 185.454575 227.256958 8.176748 2.226877 -1.070285 -0.026835 15.744006 0.003608 0.003622 6.003933 0.053607 0.000000 0.000000 
1 37.400000 182.597985 235.797807 8.230354 3.242687 -1.701300 -0.057169 17.758825 -0.008381 0.004359 9.005899 0.053607 0.000000 0.000000 
1 37.600000 180.391243 241.381488 8.337567 4.473267 -2.383886 -0.080339 19.651179 -0.020549 0.005096 6.003933 0.107213 0.000000 0.000000 
2 37.600000 180.391243 241.381488 8.337567 4.473267 -2.383886 -0.080339 19.651179 -0.020549 0.005096 0.000000 0.000000 80.000000 -25.000000 
3 37.600000 180.283850 243.730830 8.324645 2.635877 -2.114886 0.002599 12.038366 0.024980 0.000913 0.000000 0.000000 0.000000 0.000000 
1 37.800000 177.561204 249.081942 8.378251 3.212674 -3.239846 -0.002146 13.628555 0.022236 0.001650 6.003933 0.053607 0.000000 0.000000 
2 37.800000 177.561204 249.081942 8.378251 3.212674 -3.239846 -0.002146 13.628555 0.022236 0.001650 0.000000 0.000000 80.000000 -30.000000 
3 37.800000 177.836214 248.046514 8.376530 2.772005 -2.235934 0.010339 9.514362 0.020918 0.000894 0.000000 0.000000 0.000000 0.000000 
1 38.000000 174.090585 254.549899 8.456940 3.421581 -3.465283 0.004816 10.920488 0.017116 0.001631 7.504916 0.080410 0.000000 0.000000 
1 38.200000 169.834685 260.731410 8.537350 4.342196 -4.674391 -0.004674 12.184701 0.009389 0.002368 7.504916 0.080410 0.000000 0.000000 
1 38.400000 165.096018 266.551100 8.617760 5.568090 -5.788953 -0.017507 13.356601 -0.002901 0.003105 7.504916 0.080410 0.000000 0.000000 
2 38.400000 165.096018 266.551100 8.617760 5.568090 -5.788953 -0.017507 13.356601 -0.002901 0.003105 0.000000 0.000000 80.000000 -5.000000 
3 38.400000 164.442542 267.427994 8.627335 4.239769 -3.930101 -0.000697 9.176490 0.028420 0.000987 0.000000 0.000000 0.000000 0.000000 
1 38.600000 160.248564 271.724243 8.680941 5.513316 -5.176473 -0.004708 10.004297 0.024061 0.001724 6.003933 0.053607 0.000000 0.000000 
2 38.600000 160.248564 271.724243 8.680941 5.513316 -5.176473 -0.004708 10.004297 0.024061 0.001724 0.000000 0.000000 80.000000 -10.000000 
3 38.600000 160.767677 270.842733 8.685467 4.362509 -3.580983 0.002437 7.484707 0.028886 0.000974 0.000000 0.000000 0.000000 0.000000 
1 38.800000 155.222046 275.899386 8.765877 5.805562 -4.820453 -0.002038 8.042556 0.023107 0.001711 7.504916 0.080410 0.000000 0.000000 
2 38.800000 155.222046 275.899386 8.765877 5.805562 -4.820453 -0.002038 8.042556 0.023107 0.001711 0.000000 0.000000 80.000000 -15.000000 
3 38.800000 156.926209 273.856717 8.756417 4.643488 -3.409748 0.003335 6.161399 0.026791 0.001068 0.000000 0.000000 0.000000 0.000000 
1 39.000000 152.214091 277.577355 8.863630 6.289805 -4.536279 -0.000078 6.571164 0.021360 0.001805 6.003933 0.107213 0.000000 0.000000 
1 39.200000 145.860091 281.571157 8.944040 8.129095 -5.515854 -0.006344 6.861073 0.009348 0.002542 7.504916 0.080410 0.000000 0.000000 
1 39.400000 139.205828 285.041681 9.024450 10.148164 -6.277480 -0.013779 7.204340 -0.008223 0.003279 7.504916 0.080410 0.000000 0.000000 
1 39.600000 133.676606 287.381535 9.078057 12.262399 -6.883778 -0.020470 7.668660 -0.026740 0.004016 6.003933 0.053607 0.000000 0.000000 
1 39.800000 126.618294 289.931826 9.158466 14.510098 -7.212139 -0.028403 8.426505 -0.055820 0.004753 7.504916 0.080410 0.000000 0.000000 
2 39.800000 126.618294 289.931826 9.158466 14.510098 -7.212139 -0.028403 8.426505 -0.055820 0.004753 0.000000 0.000000 80.000000 -20.000000 
3 39.800000 126.731873 289.832764 9.159615 9.684542 -4.395940 -0.016651 4.843497 0.021658 0.001057 0.000000 0.000000 0.000000 0.000000 
1 40.000000 119.489256 291.799551 9.240025 11.965717 -4.709566 -0.018109 4.659486 0.013858 0.001794 7.504916 0.080410 0.000000 0.000000 
