calcPhase t x y theta rr rl P11 P12 P13 P14 P15 P22 P23 P24 P25 P33 P34 P35 P44 P45 P55 U1 U2 y1 y2
1 28.400000 -37.361246 -59.058903 6.327958 20.902281 21.154789 15.644891 -4.091919 0.014792 0.233275 0.176249 4.177825 -0.033704 -0.123327 -0.077840 0.004009 0.003586 -0.001101 0.119799 0.017214 0.304331 0.558505 0.139626 0.000000 0.000000 
1 28.600000 -30.037064 -58.730759 6.353387 20.902281 21.154789 18.000825 -4.008942 0.014015 0.259565 0.222662 4.151511 -0.032281 -0.120596 -0.076238 0.004750 0.003991 -0.001795 0.119799 0.017214 0.304331 0.418879 0.279253 0.000000 0.000000 
2 28.600000 -30.037064 -58.730759 6.353387 20.902281 21.154789 18.000825 -4.008942 0.014015 0.259565 0.222662 4.151511 -0.032281 -0.120596 -0.076238 0.004750 0.003991 -0.001795 0.119799 0.017214 0.304331 0.000000 0.000000 80.000000 -15.000000 
3 28.600000 -29.347685 -58.625361 6.471987 20.993973 21.101867 12.042437 -2.677574 0.034122 0.191422 0.136708 3.838991 -0.043781 -0.110226 -0.053389 0.001416 0.001957 0.000193 0.117451 0.017407 0.302208 0.000000 0.000000 0.000000 0.000000 
1 28.800000 -22.142232 -57.248560 6.550370 20.993973 21.101867 14.221384 -2.211131 0.033429 0.222137 0.161941 3.856969 -0.043389 -0.102768 -0.048411 0.002145 0.002521 -0.000097 0.117451 0.017407 0.302208 0.558505 0.139626 0.000000 0.000000 
2 28.800000 -22.142232 -57.248560 6.550370 20.993973 21.101867 14.221384 -2.211131 0.033429 0.222137 0.161941 3.856969 -0.043389 -0.102768 -0.048411 0.002145 0.002521 -0.000097 0.117451 0.017407 0.302208 0.000000 0.000000 80.000000 -20.000000 
3 28.800000 -23.775500 -56.968588 6.554789 20.974460 21.079317 9.998761 -1.528001 0.036110 0.165484 0.107975 3.730441 -0.047262 -0.096044 -0.037976 0.001404 0.002033 0.000303 0.116319 0.016943 0.301337 0.000000 0.000000 0.000000 0.000000 
2 28.800000 -23.775500 -56.968588 6.554789 20.974460 21.079317 9.998761 -1.528001 0.036110 0.165484 0.107975 3.730441 -0.047262 -0.096044 -0.037976 0.001404 0.002033 0.000303 0.116319 0.016943 0.301337 0.000000 0.000000 80.000000 35.000000 
3 28.800000 -21.827811 -56.689634 6.546549 20.988639 21.100522 8.603981 -1.727318 0.041840 0.155195 0.092860 3.699650 -0.045566 -0.096820 -0.040498 0.001047 0.001811 0.000503 0.116035 0.016941 0.301116 0.000000 0.000000 0.000000 0.000000 
1 29.000000 -14.746469 -54.780319 6.624907 20.988639 21.100522 10.616972 -1.075283 0.040934 0.184165 0.116765 3.786244 -0.045308 -0.087100 -0.033523 0.001773 0.002369 0.000212 0.116035 0.016941 0.301116 0.558505 0.139626 0.000000 0.000000 
2 29.000000 -14.746469 -54.780319 6.624907 20.988639 21.100522 10.616972 -1.075283 0.040934 0.184165 0.116765 3.786244 -0.045308 -0.087100 -0.033523 0.001773 0.002369 0.000212 0.116035 0.016941 0.301116 0.000000 0.000000 80.000000 30.000000 
3 29.000000 -13.962413 -54.666988 6.614578 20.989997 21.112672 9.054809 -1.348669 0.048384 0.171781 0.098530 3.732068 -0.045751 -0.090555 -0.035919 0.001255 0.002072 0.000518 0.115675 0.016958 0.300804 0.000000 0.000000 0.000000 0.000000 
1 29.200000 -8.419823 -52.759887 6.719247 20.989997 21.112672 10.952778 -0.561017 0.047308 0.198374 0.102019 3.903356 -0.045369 -0.078950 -0.034104 0.001985 0.002649 0.000603 0.115675 0.016958 0.300804 0.558505 0.000000 0.000000 0.000000 
2 29.200000 -8.419823 -52.759887 6.719247 20.989997 21.112672 10.952778 -0.561017 0.047308 0.198374 0.102019 3.903356 -0.045369 -0.078950 -0.034104 0.001985 0.002649 0.000603 0.115675 0.016958 0.300804 0.000000 0.000000 80.000000 20.000000 
3 29.200000 -8.509672 -52.751779 6.725242 20.993375 21.111032 9.287852 -0.939924 0.055082 0.184210 0.088783 3.803305 -0.046297 -0.084178 -0.036669 0.001423 0.002324 0.000752 0.115263 0.016910 0.300684 0.000000 0.000000 0.000000 0.000000 
1 29.400000 -1.871172 -49.609809 6.751120 20.993375 21.111032 10.864723 0.086831 0.051381 0.200862 0.127569 4.156911 -0.045827 -0.071961 -0.016909 0.002146 0.002713 0.000066 0.115263 0.016910 0.300684 0.418879 0.279253 0.000000 0.000000 
2 29.400000 -1.871172 -49.609809 6.751120 20.993375 21.111032 10.864723 0.086831 0.051381 0.200862 0.127569 4.156911 -0.045827 -0.071961 -0.016909 0.002146 0.002713 0.000066 0.115263 0.016910 0.300684 0.000000 0.000000 80.000000 15.000000 
3 29.400000 -3.285635 -49.925690 6.772302 20.989272 21.082742 9.189388 -0.424037 0.057599 0.184550 0.105475 3.973849 -0.047696 -0.079220 -0.021368 0.001603 0.002458 0.000462 0.114913 0.016886 0.300203 0.000000 0.000000 0.000000 0.000000 
1 29.600000 3.187702 -46.480230 6.850685 20.989272 21.082742 10.643902 0.694227 0.053421 0.205449 0.126547 4.396237 -0.046950 -0.062377 -0.009078 0.002335 0.003010 0.000172 0.114913 0.016886 0.300203 0.558505 0.139626 0.000000 0.000000 
1 29.800000 9.371374 -42.538467 6.929068 20.989272 21.082742 11.946199 1.926927 0.045708 0.221637 0.147518 4.976047 -0.045707 -0.043077 0.004803 0.003074 0.003562 -0.000118 0.114913 0.016886 0.300203 0.558505 0.139626 0.000000 0.000000 
1 30.000000 15.227407 -38.124607 7.007452 20.989272 21.082742 13.128977 3.243680 0.033739 0.232481 0.168542 5.727946 -0.043981 -0.021463 0.020204 0.003818 0.004114 -0.000408 0.114913 0.016886 0.300203 0.558505 0.139626 0.000000 0.000000 
1 30.200000 21.822240 -32.290526 7.059552 20.989272 21.082742 14.238474 4.663452 0.012806 0.234280 0.205849 6.666668 -0.041888 0.003082 0.050930 0.004571 0.004645 -0.001072 0.114913 0.016886 0.300203 0.558505 0.279253 0.000000 0.000000 
2 30.200000 21.822240 -32.290526 7.059552 20.989272 21.082742 14.238474 4.663452 0.012806 0.234280 0.205849 6.666668 -0.041888 0.003082 0.050930 0.004571 0.004645 -0.001072 0.114913 0.016886 0.300203 0.000000 0.000000 80.000000 -35.000000 
3 30.200000 24.019237 -31.335808 7.036911 21.001565 21.121380 9.449059 2.555565 0.037587 0.185279 0.130116 5.735392 -0.034273 -0.021459 0.018737 0.001403 0.002153 0.000370 0.111931 0.017060 0.298642 0.000000 0.000000 0.000000 0.000000 
1 30.400000 29.376737 -26.307361 7.062795 21.001565 21.121380 10.371345 3.885837 0.031053 0.193285 0.161264 6.756494 -0.033791 -0.003128 0.049832 0.002128 0.002529 -0.000311 0.111931 0.017060 0.298642 0.418879 0.279253 0.000000 0.000000 
2 30.400000 29.376737 -26.307361 7.062795 21.001565 21.121380 10.371345 3.885837 0.031053 0.193285 0.161264 6.756494 -0.033791 -0.003128 0.049832 0.002128 0.002529 -0.000311 0.111931 0.017060 0.298642 0.000000 0.000000 80.000000 -30.000000 
3 30.400000 29.642482 -26.464715 7.008690 20.964989 21.156703 7.547721 2.433125 0.030760 0.150070 0.115581 5.985281 -0.038325 -0.028652 0.028841 0.001321 0.001918 0.000147 0.110814 0.016708 0.297638 0.000000 0.000000 0.000000 0.000000 
2 30.400000 29.642482 -26.464715 7.008690 20.964989 21.156703 7.547721 2.433125 0.030760 0.150070 0.115581 5.985281 -0.038325 -0.028652 0.028841 0.001321 0.001918 0.000147 0.110814 0.016708 0.297638 0.000000 0.000000 80.000000 35.000000 
1 30.600000 37.337790 -19.640100 7.034109 20.964989 21.156703 8.537226 3.856495 0.022093 0.162749 0.164707 6.938012 -0.037936 -0.004996 0.073360 0.002053 0.002408 -0.000883 0.110814 0.016708 0.297638 0.558505 0.418879 0.000000 0.000000 
1 30.800000 45.936939 -11.614311 7.033153 20.964989 21.156703 9.647244 5.360873 0.005336 0.169454 0.235965 7.982230 -0.037615 0.020285 0.132895 0.002802 0.002878 -0.002284 0.110814 0.016708 0.297638 0.558505 0.558505 0.000000 0.000000 
1 31.000000 54.543757 -3.596747 7.032197 20.964989 21.156703 11.111422 6.886386 -0.018001 0.172439 0.318505 9.056777 -0.037331 0.045734 0.191795 0.003570 0.003347 -0.003685 0.110814 0.016708 0.297638 0.558505 0.558505 0.000000 0.000000 
2 31.000000 54.543757 -3.596747 7.032197 20.964989 21.156703 11.111422 6.886386 -0.018001 0.172439 0.318505 9.056777 -0.037331 0.045734 0.191795 0.003570 0.003347 -0.003685 0.110814 0.016708 0.297638 0.000000 0.000000 80.000000 0.000000 
3 31.000000 54.208597 -3.491990 7.075446 20.998831 21.104913 7.818886 4.194844 0.018887 0.156777 0.198529 6.682255 -0.025349 0.016625 0.111929 0.001262 0.001822 -0.000441 0.109214 0.017842 0.291363 0.000000 0.000000 0.000000 0.000000 
1 31.200000 61.435735 3.835032 7.048739 20.998831 21.104913 8.838530 5.592017 0.008989 0.162988 0.261523 7.855192 -0.025658 0.036993 0.172386 0.001994 0.002142 -0.001828 0.109214 0.017842 0.291363 0.418879 0.558505 0.000000 0.000000 
2 31.200000 61.435735 3.835032 7.048739 20.998831 21.104913 8.838530 5.592017 0.008989 0.162988 0.261523 7.855192 -0.025658 0.036993 0.172386 0.001994 0.002142 -0.001828 0.109214 0.017842 0.291363 0.000000 0.000000 80.000000 5.000000 
3 31.200000 59.673004 2.029706 7.038626 20.965552 21.067145 6.723790 3.704317 0.020273 0.140447 0.187091 6.070269 -0.023994 0.010629 0.116403 0.001226 0.001736 -0.000550 0.108584 0.017702 0.287648 0.000000 0.000000 0.000000 0.000000 
1 31.400000 67.147052 9.068844 7.064383 20.965552 21.067145 7.792125 5.063737 0.011642 0.152998 0.238417 7.137654 -0.023802 0.034666 0.160873 0.001958 0.002212 -0.001537 0.108584 0.017702 0.287648 0.558505 0.418879 0.000000 0.000000 
1 31.600000 73.392987 15.262526 7.116404 20.965552 21.067145 8.948720 6.397582 -0.000221 0.162586 0.279969 8.267184 -0.023062 0.058634 0.192024 0.002696 0.002709 -0.002166 0.108584 0.017702 0.287648 0.558505 0.279253 0.000000 0.000000 
1 31.800000 78.319334 20.684088 7.194688 20.965552 21.067145 10.116859 7.687295 -0.014100 0.169123 0.308543 9.510112 -0.021590 0.083008 0.209732 0.003436 0.003228 -0.002437 0.108584 0.017702 0.287648 0.558505 0.139626 0.000000 0.000000 
2 31.800000 78.319334 20.684088 7.194688 20.965552 21.067145 10.116859 7.687295 -0.014100 0.169123 0.308543 9.510112 -0.021590 0.083008 0.209732 0.003436 0.003228 -0.002437 0.108584 0.017702 0.287648 0.000000 0.000000 80.000000 -35.000000 
3 31.800000 80.809900 22.174094 7.093702 20.915062 21.206489 6.668143 4.804415 0.008718 0.131681 0.194538 6.991355 -0.018059 0.037449 0.124918 0.001065 0.001440 -0.000185 0.106309 0.017838 0.282869 0.000000 0.000000 0.000000 0.000000 
2 31.800000 80.809900 22.174094 7.093702 20.915062 21.206489 6.668143 4.804415 0.008718 0.131681 0.194538 6.991355 -0.018059 0.037449 0.124918 0.001065 0.001440 -0.000185 0.106309 0.017838 0.282869 0.000000 0.000000 80.000000 35.000000 
3 31.800000 81.292787 22.982549 7.111582 20.937200 21.206032 5.492345 3.436674 0.017391 0.123444 0.158414 5.361244 -0.011368 0.024896 0.085320 0.000706 0.001243 0.000292 0.106026 0.017769 0.281609 0.000000 0.000000 0.000000 0.000000 
1 32.000000 88.248172 30.563358 7.136678 20.937200 21.206032 6.381659 4.709135 0.011905 0.136557 0.199432 6.607315 -0.011420 0.049924 0.132546 0.001430 0.001705 -0.000673 0.106026 0.017769 0.281609 0.558505 0.418879 0.000000 0.000000 
2 32.000000 88.248172 30.563358 7.136678 20.937200 21.206032 6.381659 4.709135 0.011905 0.136557 0.199432 6.607315 -0.011420 0.049924 0.132546 0.001430 0.001705 -0.000673 0.106026 0.017769 0.281609 0.000000 0.000000 80.000000 35.000000 
3 32.000000 87.391744 29.593364 7.144880 20.931052 21.174053 5.312216 3.485777 0.021034 0.128029 0.160616 5.153876 -0.005941 0.036381 0.093132 0.000896 0.001430 0.000117 0.105692 0.017809 0.279740 0.000000 0.000000 0.000000 0.000000 
1 32.200000 95.047969 38.517035 7.143668 20.931052 21.174053 6.061694 4.736851 0.012641 0.137730 0.213679 6.500211 -0.006099 0.063076 0.156237 0.001625 0.001868 -0.001189 0.105692 0.017809 0.279740 0.558505 0.558505 0.000000 0.000000 
1 32.400000 101.762154 46.323555 7.116362 20.931052 21.174053 7.032605 5.997980 -0.001153 0.140826 0.276335 7.873448 -0.006729 0.084139 0.217966 0.002365 0.002174 -0.002518 0.105692 0.017809 0.279740 0.418879 0.558505 0.000000 0.000000 
1 32.600000 109.669713 55.025292 7.115151 20.931052 21.174053 8.406763 7.311260 -0.023148 0.145100 0.354124 9.225312 -0.007087 0.110480 0.278514 0.003127 0.002613 -0.003824 0.105692 0.017809 0.279740 0.558505 0.558505 0.000000 0.000000 
2 32.600000 109.669713 55.025292 7.115151 20.931052 21.174053 8.406763 7.311260 -0.023148 0.145100 0.354124 9.225312 -0.007087 0.110480 0.278514 0.003127 0.002613 -0.003824 0.105692 0.017809 0.279740 0.000000 0.000000 80.000000 -10.000000 
3 32.600000 108.661161 54.653425 7.166148 20.958010 21.084879 5.869034 4.939495 0.002866 0.122500 0.231048 6.641163 -0.008955 0.066216 0.189411 0.000995 0.001196 -0.000715 0.104034 0.018346 0.271942 0.000000 0.000000 0.000000 0.000000 
1 32.800000 115.180330 62.587170 7.191801 20.958010 21.084879 6.888747 6.203098 -0.005431 0.133898 0.276136 8.057123 -0.009072 0.092054 0.237121 0.001723 0.001646 -0.001641 0.104034 0.018346 0.271942 0.558505 0.418879 0.000000 0.000000 
1 33.000000 121.499297 70.692509 7.165040 20.958010 21.084879 8.066241 7.492763 -0.020789 0.137105 0.338490 9.579003 -0.009975 0.113702 0.299619 0.002464 0.001943 -0.002928 0.104034 0.018346 0.271942 0.418879 0.558505 0.000000 0.000000 
1 33.200000 128.963028 79.755299 7.164408 20.958010 21.084879 9.723402 8.845670 -0.044817 0.141219 0.416564 11.086013 -0.010595 0.140772 0.361154 0.003225 0.002371 -0.004193 0.104034 0.018346 0.271942 0.558505 0.558505 0.000000 0.000000 
1 33.400000 136.432490 88.813366 7.163775 20.958010 21.084879 11.911363 10.228454 -0.076326 0.141488 0.506118 12.629241 -0.011293 0.167981 0.422206 0.004004 0.002798 -0.005458 0.104034 0.018346 0.271942 0.558505 0.558505 0.000000 0.000000 
2 33.400000 136.432490 88.813366 7.163775 20.958010 21.084879 11.911363 10.228454 -0.076326 0.141488 0.506118 12.629241 -0.011293 0.167981 0.422206 0.004004 0.002798 -0.005458 0.104034 0.018346 0.271942 0.000000 0.000000 80.000000 25.000000 
3 33.400000 135.528011 88.101874 7.177700 20.956049 21.040889 6.734098 6.172795 0.004024 0.130914 0.253964 8.177435 0.003228 0.110536 0.251371 0.000918 0.001095 -0.000530 0.102116 0.018860 0.259102 0.000000 0.000000 0.000000 0.000000 
1 33.600000 141.948983 96.102788 7.203508 20.956049 21.040889 7.710953 7.353611 -0.003689 0.142477 0.295469 9.664282 0.003143 0.136240 0.297615 0.001641 0.001533 -0.001405 0.102116 0.018860 0.259102 0.558505 0.418879 0.000000 0.000000 
1 33.800000 146.385878 101.933503 7.229422 20.956049 21.040889 8.707357 8.497958 -0.013541 0.148083 0.327964 11.180533 0.003294 0.155744 0.329192 0.002365 0.001868 -0.001981 0.102116 0.018860 0.259102 0.418879 0.279253 0.000000 0.000000 
1 34.000000 152.384629 110.255672 7.255229 20.956049 21.040889 9.985390 9.670026 -0.033917 0.151519 0.379260 12.830446 0.003525 0.182691 0.376840 0.003107 0.002307 -0.002856 0.102116 0.018860 0.259102 0.558505 0.418879 0.000000 0.000000 
2 34.000000 152.384629 110.255672 7.255229 20.956049 21.040889 9.985390 9.670026 -0.033917 0.151519 0.379260 12.830446 0.003525 0.182691 0.376840 0.003107 0.002307 -0.002856 0.102116 0.018860 0.259102 0.000000 0.000000 80.000000 -25.000000 
3 34.000000 153.137459 111.169978 7.257087 20.971707 21.068415 6.110982 5.939198 0.002864 0.114859 0.217211 8.380814 -0.001807 0.108761 0.238725 0.000820 0.000818 -0.000465 0.100028 0.018135 0.251949 0.000000 0.000000 0.000000 0.000000 
1 34.200000 158.082676 118.446762 7.309135 20.971707 21.068415 6.883983 7.071439 -0.003094 0.126029 0.243214 10.006150 -0.001573 0.134215 0.271863 0.001539 0.001272 -0.001003 0.100028 0.018135 0.251949 0.558505 0.279253 0.000000 0.000000 
2 34.200000 158.082676 118.446762 7.309135 20.971707 21.068415 6.883983 7.071439 -0.003094 0.126029 0.243214 10.006150 -0.001573 0.134215 0.271863 0.001539 0.001272 -0.001003 0.100028 0.018135 0.251949 0.000000 0.000000 80.000000 -25.000000 
3 34.200000 157.186150 116.864029 7.280234 20.929199 21.048481 4.807004 4.733029 0.005999 0.094792 0.163305 7.164500 -0.003296 0.088471 0.187200 0.000814 0.000803 -0.000349 0.099023 0.017201 0.248740 0.000000 0.000000 0.000000 0.000000 
1 34.400000 163.548862 126.709337 7.279639 20.929199 21.048481 5.502432 5.883871 -0.002583 0.104502 0.207053 8.866710 -0.003796 0.115974 0.249467 0.001536 0.001211 -0.001504 0.099023 0.017201 0.248740 0.558505 0.558505 0.000000 0.000000 
1 34.600000 169.119095 135.317172 7.305285 20.929199 21.048481 6.395552 7.032557 -0.016299 0.111057 0.250910 10.573763 -0.003897 0.142581 0.296781 0.002267 0.001641 -0.002348 0.099023 0.017201 0.248740 0.558505 0.418879 0.000000 0.000000 
1 34.800000 172.171806 140.310864 7.357320 20.929199 21.048481 7.257333 8.089321 -0.027556 0.114307 0.273574 12.266415 -0.003226 0.161659 0.314158 0.002989 0.001990 -0.002594 0.099023 0.017201 0.248740 0.418879 0.139626 0.000000 0.000000 
1 35.000000 174.956689 145.449250 7.461686 20.929199 21.048481 8.149004 9.067597 -0.042173 0.117261 0.289193 14.053083 -0.001209 0.186500 0.317691 0.003714 0.002483 -0.002508 0.099023 0.017201 0.248740 0.558505 0.000000 0.000000 0.000000 
2 35.000000 174.956689 145.449250 7.461686 20.929199 21.048481 8.149004 9.067597 -0.042173 0.117261 0.289193 14.053083 -0.001209 0.186500 0.317691 0.003714 0.002483 -0.002508 0.099023 0.017201 0.248740 0.000000 0.000000 80.000000 -10.000000 
3 35.000000 176.626551 147.395505 7.441172 20.943861 21.111838 4.808419 5.451084 0.011339 0.099483 0.159145 9.142730 0.011917 0.125748 0.188760 0.000839 0.000899 0.000109 0.097197 0.017004 0.243536 0.000000 0.000000 0.000000 0.000000 
1 35.200000 181.338132 158.153128 7.440334 20.943861 21.111838 5.077630 6.245251 0.001876 0.102604 0.187164 11.188693 0.011574 0.155161 0.255429 0.001560 0.001299 -0.001021 0.097197 0.017004 0.243536 0.558505 0.558505 0.000000 0.000000 
2 35.200000 181.338132 158.153128 7.440334 20.943861 21.111838 5.077630 6.245251 0.001876 0.102604 0.187164 11.188693 0.011574 0.155161 0.255429 0.001560 0.001299 -0.001021 0.097197 0.017004 0.243536 0.000000 0.000000 80.000000 -15.000000 
3 35.200000 179.686960 156.133415 7.464297 20.929535 21.032555 3.703059 4.291314 0.010418 0.080177 0.127257 8.018211 0.007269 0.108141 0.179060 0.000818 0.000805 -0.000281 0.096248 0.016365 0.240729 0.000000 0.000000 0.000000 0.000000 
1 35.400000 183.025691 164.263049 7.463912 20.929535 21.032555 3.940083 5.074214 0.003482 0.082594 0.149996 10.029116 0.006953 0.130087 0.228824 0.001533 0.001104 -0.001120 0.096248 0.016365 0.240729 0.418879 0.418879 0.000000 0.000000 
1 35.600000 185.248129 169.668644 7.568280 20.929535 21.032555 4.282838 5.845958 -0.004326 0.086849 0.157788 11.988658 0.008159 0.155179 0.232813 0.002248 0.001584 -0.001038 0.096248 0.016365 0.240729 0.558505 0.000000 0.000000 0.000000 
1 35.800000 186.895325 175.276356 7.672648 20.929535 21.032555 4.589736 6.427867 -0.016434 0.085544 0.164898 14.107690 0.009656 0.181217 0.237035 0.002968 0.002063 -0.000957 0.096248 0.016365 0.240729 0.558505 0.000000 0.000000 0.000000 
1 36.000000 187.685845 179.587956 7.750925 20.929535 21.032555 4.864137 6.797846 -0.028887 0.080282 0.169642 16.317428 0.010868 0.201200 0.240334 0.003687 0.002423 -0.000896 0.096248 0.016365 0.240729 0.418879 0.000000 0.000000 0.000000 
1 36.200000 188.589221 188.322693 7.802852 20.929535 21.032555 5.681979 6.976322 -0.061194 0.062114 0.181392 18.688358 0.011891 0.230347 0.278262 0.004420 0.002863 -0.001414 0.096248 0.016365 0.240729 0.558505 0.279253 0.000000 0.000000 
2 36.200000 188.589221 188.322693 7.802852 20.929535 21.032555 5.681979 6.976322 -0.061194 0.062114 0.181392 18.688358 0.011891 0.230347 0.278262 0.004420 0.002863 -0.001414 0.096248 0.016365 0.240729 0.000000 0.000000 80.000000 -30.000000 
3 36.200000 188.926619 190.678891 7.836490 20.977853 21.054405 2.939939 3.785876 0.012590 0.066122 0.095699 11.611785 0.024552 0.151380 0.159185 0.000843 0.000935 0.000470 0.094163 0.016009 0.237939 0.000000 0.000000 0.000000 0.000000 
2 36.200000 188.926619 190.678891 7.836490 20.977853 21.054405 2.939939 3.785876 0.012590 0.066122 0.095699 11.611785 0.024552 0.151380 0.159185 0.000843 0.000935 0.000470 0.094163 0.016009 0.237939 0.000000 0.000000 80.000000 25.000000 
3 36.200000 189.140958 191.533879 7.839306 20.989231 21.064496 2.512179 2.891687 0.018662 0.059225 0.080114 9.034690 0.027053 0.123181 0.122636 0.000610 0.000835 0.000634 0.093784 0.015680 0.237349 0.000000 0.000000 0.000000 0.000000 
1 36.400000 189.270137 200.335389 7.891451 20.989231 21.064496 2.232142 2.711967 0.013369 0.052293 0.075081 11.361508 0.027595 0.151564 0.160156 0.001324 0.001264 0.000121 0.093784 0.015680 0.237349 0.558505 0.279253 0.000000 0.000000 
2 36.400000 189.270137 200.335389 7.891451 20.989231 21.064496 2.232142 2.711967 0.013369 0.052293 0.075081 11.361508 0.027595 0.151564 0.160156 0.001324 0.001264 0.000121 0.093784 0.015680 0.237349 0.000000 0.000000 80.000000 -30.000000 
3 36.400000 189.184294 199.110664 7.865620 20.959010 21.060270 1.915362 1.848107 0.016539 0.043510 0.058340 8.347284 0.018498 0.109106 0.114711 0.000814 0.000853 0.000294 0.093020 0.015222 0.236465 0.000000 0.000000 0.000000 0.000000 
2 36.400000 189.184294 199.110664 7.865620 20.959010 21.060270 1.915362 1.848107 0.016539 0.043510 0.058340 8.347284 0.018498 0.109106 0.114711 0.000814 0.000853 0.000294 0.093020 0.015222 0.236465 0.000000 0.000000 80.000000 20.000000 
3 36.400000 188.902072 198.373754 7.877210 20.957413 21.042610 1.837747 1.583049 0.018843 0.041854 0.053226 6.960951 0.019559 0.094073 0.095262 0.000649 0.000769 0.000418 0.092802 0.015074 0.236119 0.000000 0.000000 0.000000 0.000000 
1 36.600000 188.732021 205.693244 7.955484 20.957413 21.042610 1.597242 1.401148 0.014206 0.035598 0.049689 9.239053 0.020093 0.121024 0.115945 0.001361 0.001213 0.000198 0.092802 0.015074 0.236119 0.558505 0.139626 0.000000 0.000000 
1 36.800000 187.841290 214.438515 8.007526 20.957413 21.042610 1.472896 1.010243 0.002280 0.022149 0.044186 11.531451 0.020583 0.148831 0.152920 0.002079 0.001638 -0.000315 0.092802 0.015074 0.236119 0.558505 0.279253 0.000000 0.000000 
1 37.000000 186.946213 220.222077 8.112033 20.957413 21.042610 1.566731 0.554815 -0.009746 0.008709 0.045365 13.770519 0.021569 0.174301 0.157107 0.002801 0.002101 -0.000240 0.092802 0.015074 0.236119 0.558505 0.000000 0.000000 0.000000 
1 37.200000 185.451177 225.886462 8.164181 20.957413 21.042610 1.909654 -0.119695 -0.025762 -0.008421 0.041711 15.924358 0.022030 0.193887 0.176124 0.003522 0.002429 -0.000478 0.092802 0.015074 0.236119 0.418879 0.139626 0.000000 0.000000 
1 37.400000 182.767889 234.257432 8.216222 20.957413 21.042610 2.795403 -0.964995 -0.055651 -0.037311 0.034364 18.078064 0.022430 0.220155 0.211609 0.004255 0.002855 -0.000991 0.092802 0.015074 0.236119 0.558505 0.279253 0.000000 0.000000 
1 37.600000 180.693969 239.730055 8.320729 20.957413 21.042610 3.820239 -1.840756 -0.079472 -0.062117 0.038298 20.118474 0.023400 0.243824 0.215741 0.004989 0.003317 -0.000916 0.092802 0.015074 0.236119 0.558505 0.000000 0.000000 0.000000 
2 37.600000 180.693969 239.730055 8.320729 20.957413 21.042610 3.820239 -1.840756 -0.079472 -0.062117 0.038298 20.118474 0.023400 0.243824 0.215741 0.004989 0.003317 -0.000916 0.092802 0.015074 0.236119 0.000000 0.000000 80.000000 -25.000000 
3 37.600000 180.461346 242.624422 8.319928 20.989842 21.074095 2.159732 -1.433743 0.001359 -0.009181 0.017719 12.595926 0.035308 0.165411 0.130876 0.000918 0.001020 0.000470 0.090538 0.014938 0.234775 0.000000 0.000000 0.000000 0.000000 
1 37.800000 177.825332 247.866297 8.372157 20.989842 21.074095 2.620034 -2.529550 -0.003591 -0.023517 0.006487 14.430553 0.035714 0.183091 0.148226 0.001632 0.001340 0.000233 0.090538 0.014938 0.234775 0.418879 0.139626 0.000000 0.000000 
2 37.800000 177.825332 247.866297 8.372157 20.989842 21.074095 2.620034 -2.529550 -0.003591 -0.023517 0.006487 14.430553 0.035714 0.183091 0.148226 0.001632 0.001340 0.000233 0.090538 0.014938 0.234775 0.000000 0.000000 80.000000 -30.000000 
3 37.800000 177.944267 247.160301 8.371854 20.981691 21.066608 2.310487 -1.711665 0.008408 -0.008001 0.011261 9.981679 0.029166 0.129308 0.102598 0.000890 0.000879 0.000411 0.089688 0.014514 0.234225 0.000000 0.000000 0.000000 0.000000 
1 38.000000 174.315717 253.529081 8.450220 20.981691 21.066608 2.786385 -2.876679 0.002552 -0.026502 -0.001457 11.715740 0.029626 0.151707 0.120213 0.001605 0.001309 0.000191 0.089688 0.014514 0.234225 0.558505 0.139626 0.000000 0.000000 
1 38.200000 170.199722 259.594252 8.528585 20.981691 21.066608 3.525096 -4.121602 -0.007532 -0.049071 -0.014075 13.300274 0.029996 0.172859 0.137038 0.002325 0.001738 -0.000028 0.089688 0.014514 0.234225 0.558505 0.139626 0.000000 0.000000 
1 38.400000 165.621545 265.318588 8.606950 20.981691 21.066608 4.574873 -5.417953 -0.021384 -0.075295 -0.026657 14.722921 0.030207 0.192604 0.152983 0.003049 0.002167 -0.000248 0.089688 0.014514 0.234225 0.558505 0.139626 0.000000 0.000000 
2 38.400000 165.621545 265.318588 8.606950 20.981691 21.066608 4.574873 -5.417953 -0.021384 -0.075295 -0.026657 14.722921 0.030207 0.192604 0.152983 0.003049 0.002167 -0.000248 0.089688 0.014514 0.234225 0.000000 0.000000 80.000000 -5.000000 
3 38.400000 164.848642 266.614791 8.622492 21.006122 21.074914 3.535228 -3.603524 -0.003151 -0.043165 -0.014038 10.382447 0.042654 0.148677 0.107028 0.001060 0.001145 0.000433 0.088570 0.014372 0.233584 0.000000 0.000000 0.000000 0.000000 
1 38.600000 160.768040 270.835597 8.674782 21.006122 21.074914 4.668248 -4.924996 -0.007918 -0.061589 -0.029293 11.560053 0.042904 0.162401 0.120790 0.001775 0.001459 0.000196 0.088570 0.014372 0.233584 0.418879 0.139626 0.000000 0.000000 
2 38.600000 160.768040 270.835597 8.674782 21.006122 21.074914 4.668248 -4.924996 -0.007918 -0.061589 -0.029293 11.560053 0.042904 0.162401 0.120790 0.001775 0.001459 0.000196 0.088570 0.014372 0.233584 0.000000 0.000000 80.000000 -10.000000 
