calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
2 21.800000 -121.222008 114.294591 4.057546 6.846068 5.562099 -0.008978 6.798643 -0.002379 0.001480 0.000000 0.000000 80.000000 0.000000 
3 21.800000 -120.039449 115.408325 4.064525 5.275662 4.046603 -0.015361 5.239158 -0.000872 0.000848 0.000000 0.000000 0.000000 0.000000 
1 22.000000 -125.347976 108.394251 4.116885 5.790681 5.109515 -0.009186 6.779633 -0.005056 0.001551 8.796459 0.052360 0.000000 0.000000 
1 22.200000 -129.459779 102.325677 4.195425 6.275229 6.022155 0.000699 8.503003 -0.010676 0.002254 7.330383 0.078540 0.000000 0.000000 
1 22.400000 -133.082771 95.953202 4.273965 6.781178 6.750083 0.015661 10.398912 -0.017691 0.002957 7.330383 0.078540 0.000000 0.000000 
1 22.600000 -136.816986 87.988697 4.326324 7.545450 7.243390 0.039761 12.440915 -0.027487 0.003661 8.796459 0.052360 0.000000 0.000000 
1 22.800000 -138.473120 83.914186 4.404864 8.145157 7.690945 0.055105 14.523554 -0.032360 0.004364 4.398230 0.078540 0.000000 0.000000 
2 22.800000 -138.473120 83.914186 4.404864 8.145157 7.690945 0.055105 14.523554 -0.032360 0.004364 0.000000 0.000000 80.000000 -5.000000 
3 22.800000 -138.936054 81.502612 4.450496 4.768347 4.987069 -0.018409 9.810925 -0.021684 0.000865 0.000000 0.000000 0.000000 0.000000 
1 23.000000 -140.833961 74.422184 4.529036 4.621211 5.242345 -0.012175 12.002132 -0.022840 0.001568 7.330383 0.078540 0.000000 0.000000 
2 23.000000 -140.833961 74.422184 4.529036 4.621211 5.242345 -0.012175 12.002132 -0.022840 0.001568 0.000000 0.000000 80.000000 -10.000000 
3 23.000000 -140.575078 75.020132 4.525870 3.552418 3.558202 -0.022454 8.669809 -0.018843 0.000868 0.000000 0.000000 0.000000 0.000000 
1 23.200000 -142.206286 66.376241 4.578230 3.266359 3.703736 -0.014886 10.880903 -0.019865 0.001571 8.796459 0.052360 0.000000 0.000000 
2 23.200000 -142.206286 66.376241 4.578230 3.266359 3.703736 -0.014886 10.880903 -0.019865 0.001571 0.000000 0.000000 80.000000 -15.000000 
3 23.200000 -141.098735 69.038271 4.576341 2.710685 2.609602 -0.021226 8.155016 -0.015098 0.000978 0.000000 0.000000 0.000000 0.000000 
1 23.400000 -142.092945 61.775623 4.602521 2.479809 2.751245 -0.014099 10.358407 -0.015884 0.001681 7.330383 0.026180 0.000000 0.000000 
1 23.600000 -142.896700 54.489438 4.681061 2.365630 2.704310 -0.001780 12.568627 -0.016270 0.002384 7.330383 0.078540 0.000000 0.000000 
1 23.800000 -143.126310 47.162652 4.759601 2.472315 2.486656 0.015679 14.757744 -0.015445 0.003088 7.330383 0.078540 0.000000 0.000000 
1 24.000000 -142.780359 39.840437 4.838140 2.898357 2.135025 0.038134 16.902269 -0.012606 0.003791 7.330383 0.078540 0.000000 0.000000 
1 24.200000 -142.044856 34.022437 4.890500 3.534024 1.740137 0.060012 19.015952 -0.008668 0.004494 5.864306 0.052360 0.000000 0.000000 
2 24.200000 -142.044856 34.022437 4.890500 3.534024 1.740137 0.060012 19.015952 -0.008668 0.004494 0.000000 0.000000 80.000000 -30.000000 
3 24.200000 -143.509648 31.449720 4.831016 2.079838 0.680113 -0.009218 12.053616 -0.016972 0.000911 0.000000 0.000000 0.000000 0.000000 
1 24.400000 -142.642103 24.170854 4.909556 2.078984 0.130706 -0.002672 14.127138 -0.015664 0.001614 7.330383 0.078540 0.000000 0.000000 
2 24.400000 -142.642103 24.170854 4.909556 2.078984 0.130706 -0.002672 14.127138 -0.015664 0.001614 0.000000 0.000000 80.000000 -35.000000 
3 24.400000 -142.872007 25.683007 4.888074 1.892576 -0.072516 -0.013771 9.956839 -0.010307 0.000876 0.000000 0.000000 0.000000 0.000000 
2 24.400000 -142.872007 25.683007 4.888074 1.892576 -0.072516 -0.013771 9.956839 -0.010307 0.000876 0.000000 0.000000 80.000000 15.000000 
3 24.400000 -142.628034 24.726301 4.901589 1.848590 0.039885 -0.016586 7.970419 -0.013809 0.000628 0.000000 0.000000 0.000000 0.000000 
1 24.600000 -141.249384 17.526729 4.980129 1.799819 -0.643840 -0.012144 9.969899 -0.012591 0.001331 7.330383 0.078540 0.000000 0.000000 
2 24.600000 -141.249384 17.526729 4.980129 1.799819 -0.643840 -0.012144 9.969899 -0.012591 0.001331 0.000000 0.000000 80.000000 10.000000 
3 24.600000 -141.260069 17.930845 4.985202 1.740275 -0.418172 -0.015656 7.959577 -0.017397 0.000840 0.000000 0.000000 0.000000 0.000000 
1 24.800000 -139.284958 10.871564 5.063742 1.825753 -1.275350 -0.009874 9.820955 -0.015278 0.001543 7.330383 0.078540 0.000000 0.000000 
1 25.000000 -136.762071 3.989010 5.142282 2.145700 -2.211267 0.000410 11.564000 -0.010563 0.002246 7.330383 0.078540 0.000000 0.000000 
1 25.200000 -134.317984 -1.341706 5.194642 2.684865 -3.139289 0.012081 13.253890 -0.004453 0.002950 5.864306 0.052360 0.000000 0.000000 
2 25.200000 -134.317984 -1.341706 5.194642 2.684865 -3.139289 0.012081 13.253890 -0.004453 0.002950 0.000000 0.000000 80.000000 35.000000 
3 25.200000 -132.989810 -2.393360 5.271915 2.211421 -2.320491 -0.001305 10.237621 -0.032342 0.000943 0.000000 0.000000 0.000000 0.000000 
1 25.400000 -129.098956 -8.605909 5.350455 3.011064 -3.547360 0.004248 11.395856 -0.028224 0.001646 7.330383 0.078540 0.000000 0.000000 
2 25.400000 -129.098956 -8.605909 5.350455 3.011064 -3.547360 0.004248 11.395856 -0.028224 0.001646 0.000000 0.000000 80.000000 35.000000 
3 25.400000 -129.139382 -9.000162 5.331368 2.535534 -2.631982 0.000053 9.187025 -0.037875 0.000906 0.000000 0.000000 0.000000 0.000000 
1 25.600000 -124.886264 -14.970548 5.409908 3.474452 -3.906075 0.005143 10.145719 -0.033610 0.001609 7.330383 0.078540 0.000000 0.000000 
2 25.600000 -124.886264 -14.970548 5.409908 3.474452 -3.906075 0.005143 10.145719 -0.033610 0.001609 0.000000 0.000000 80.000000 30.000000 
3 25.600000 -125.482854 -14.158741 5.396529 2.890815 -2.936285 0.001417 8.321944 -0.038738 0.000982 0.000000 0.000000 0.000000 0.000000 
1 25.800000 -120.850000 -19.839514 5.475069 3.985834 -4.209424 0.006620 9.107339 -0.033766 0.001685 7.330383 0.078540 0.000000 0.000000 
1 26.000000 -116.798576 -24.079331 5.527429 5.234165 -5.388618 0.013397 9.886995 -0.026575 0.002388 5.864306 0.052360 0.000000 0.000000 
1 26.200000 -111.463867 -29.106795 5.605969 6.746810 -6.448287 0.024366 10.527113 -0.012933 0.003091 7.330383 0.078540 0.000000 0.000000 
1 26.400000 -104.608611 -34.618887 5.658329 8.529868 -7.273674 0.040273 11.254470 0.009120 0.003794 8.796459 0.052360 0.000000 0.000000 
2 26.400000 -104.608611 -34.618887 5.658329 8.529868 -7.273674 0.040273 11.254470 0.009120 0.003794 0.000000 0.000000 80.000000 -30.000000 
3 26.400000 -103.723561 -36.028095 5.647288 5.904195 -4.779967 0.005918 7.346282 -0.019506 0.000908 0.000000 0.000000 0.000000 0.000000 
1 26.600000 -97.825980 -40.381606 5.725828 7.551814 -5.786689 0.009438 7.755660 -0.013856 0.001611 7.330383 0.078540 0.000000 0.000000 
2 26.600000 -97.825980 -40.381606 5.725828 7.551814 -5.786689 0.009438 7.755660 -0.013856 0.001611 0.000000 0.000000 80.000000 -35.000000 
3 26.600000 -99.042161 -39.339844 5.709859 5.718747 -3.922584 -0.000138 5.578757 -0.017985 0.000877 0.000000 0.000000 0.000000 0.000000 
1 26.800000 -92.883897 -43.316060 5.788399 7.436243 -4.887834 0.002916 5.880394 -0.012325 0.001581 7.330383 0.078540 0.000000 0.000000 
2 26.800000 -92.883897 -43.316060 5.788399 7.436243 -4.887834 0.002916 5.880394 -0.012325 0.001581 0.000000 0.000000 80.000000 35.000000 
3 26.800000 -91.604438 -44.314381 5.779660 5.876731 -3.732984 0.007937 4.931031 -0.024598 0.000787 0.000000 0.000000 0.000000 0.000000 
1 27.000000 -86.467970 -47.144007 5.832019 7.708274 -4.608585 0.009949 5.112508 -0.020444 0.001490 5.864306 0.052360 0.000000 0.000000 
2 27.000000 -86.467970 -47.144007 5.832019 7.708274 -4.608585 0.009949 5.112508 -0.020444 0.001490 0.000000 0.000000 80.000000 25.000000 
3 27.000000 -86.026149 -47.130490 5.865440 6.138442 -3.600310 0.010880 4.414989 -0.026698 0.000849 0.000000 0.000000 0.000000 0.000000 
1 27.200000 -77.986133 -50.699221 5.917800 8.138709 -4.308772 0.013548 4.315109 -0.019724 0.001552 8.796459 0.052360 0.000000 0.000000 
2 27.200000 -77.986133 -50.699221 5.917800 8.138709 -4.308772 0.013548 4.315109 -0.019724 0.001552 0.000000 0.000000 80.000000 25.000000 
3 27.200000 -79.064179 -50.162408 5.910801 6.497882 -3.385180 0.014165 3.740145 -0.025898 0.000935 0.000000 0.000000 0.000000 0.000000 
1 27.400000 -72.236202 -52.829474 5.989341 8.582274 -3.938114 0.016151 3.607761 -0.019334 0.001639 7.330383 0.078540 0.000000 0.000000 
2 27.400000 -72.236202 -52.829474 5.989341 8.582274 -3.938114 0.016151 3.607761 -0.019334 0.001639 0.000000 0.000000 80.000000 -35.000000 
3 27.400000 -71.154167 -53.400273 6.002428 6.629491 -2.833663 0.005682 2.957517 -0.017941 0.000781 0.000000 0.000000 0.000000 0.000000 
1 27.600000 -64.110799 -55.431404 6.080967 8.763970 -3.244850 0.006832 2.829077 -0.012331 0.001484 7.330383 0.078540 0.000000 0.000000 
2 27.600000 -64.110799 -55.431404 6.080967 8.763970 -3.244850 0.006832 2.829077 -0.012331 0.001484 0.000000 0.000000 80.000000 -35.000000 
3 27.600000 -64.829176 -55.365242 6.042251 6.832479 -2.311561 0.002086 2.341661 -0.014832 0.000842 0.000000 0.000000 0.000000 0.000000 
1 27.800000 -57.710528 -57.114343 6.120791 8.985966 -2.658648 0.003084 2.228786 -0.008740 0.001545 7.330383 0.078540 0.000000 0.000000 
1 28.000000 -51.923378 -58.062492 6.173151 11.168989 -2.881171 0.004079 2.205994 0.000268 0.002248 5.864306 0.052360 0.000000 0.000000 
1 28.200000 -44.637327 -58.867459 6.251691 13.373806 -2.916820 0.004598 2.332801 0.016741 0.002952 7.330383 0.078540 0.000000 0.000000 
1 28.400000 -37.310579 -59.098288 6.330231 15.571110 -2.792791 0.003581 2.741097 0.038353 0.003655 7.330383 0.078540 0.000000 0.000000 
1 28.600000 -29.988307 -58.753555 6.356411 17.761518 -2.640626 0.001621 3.509014 0.065072 0.004358 7.330383 0.026180 0.000000 0.000000 
2 28.600000 -29.988307 -58.753555 6.356411 17.761518 -2.640626 0.001621 3.509014 0.065072 0.004358 0.000000 0.000000 80.000000 -15.000000 
3 28.600000 -29.101677 -56.834952 6.459219 11.955749 -1.404569 0.021135 1.892191 -0.007036 0.000881 0.000000 0.000000 0.000000 0.000000 
1 28.800000 -21.884578 -55.551211 6.537759 13.945879 -0.715789 0.019509 1.976541 -0.000786 0.001584 7.330383 0.078540 0.000000 0.000000 
2 28.800000 -21.884578 -55.551211 6.537759 13.945879 -0.715789 0.019509 1.976541 -0.000786 0.001584 0.000000 0.000000 80.000000 -20.000000 
3 28.800000 -23.503641 -55.406297 6.539383 9.910854 -0.372002 0.022492 1.762077 -0.012395 0.000886 0.000000 0.000000 0.000000 0.000000 
2 28.800000 -23.503641 -55.406297 6.539383 9.910854 -0.372002 0.022492 1.762077 -0.012395 0.000886 0.000000 0.000000 80.000000 35.000000 
3 28.800000 -21.600261 -55.331638 6.534003 8.251623 -0.451290 0.026000 1.721771 -0.015264 0.000626 0.000000 0.000000 0.000000 0.000000 
1 29.000000 -14.499247 -53.512264 6.612543 10.106186 0.429798 0.024517 1.770790 -0.010924 0.001329 7.330383 0.078540 0.000000 0.000000 
2 29.000000 -14.499247 -53.512264 6.612543 10.106186 0.429798 0.024517 1.770790 -0.010924 0.001329 0.000000 0.000000 80.000000 30.000000 
3 29.000000 -13.885364 -53.497971 6.602444 8.363730 0.190517 0.029108 1.704433 -0.014351 0.000825 0.000000 0.000000 0.000000 0.000000 
1 29.200000 -8.317392 -51.657381 6.707164 10.059905 1.196885 0.027118 1.947768 -0.009941 0.001528 5.864306 0.104720 0.000000 0.000000 
2 29.200000 -8.317392 -51.657381 6.707164 10.059905 1.196885 0.027118 1.947768 -0.009941 0.001528 0.000000 0.000000 80.000000 20.000000 
3 29.200000 -8.541138 -51.668376 6.713164 8.279216 0.800893 0.031563 1.830284 -0.013082 0.000937 0.000000 0.000000 0.000000 0.000000 
1 29.400000 -1.878006 -48.612696 6.739344 9.862286 1.902925 0.028536 2.126557 -0.006914 0.001641 7.330383 0.026180 0.000000 0.000000 
2 29.400000 -1.878006 -48.612696 6.739344 9.862286 1.902925 0.028536 2.126557 -0.006914 0.001641 0.000000 0.000000 80.000000 15.000000 
3 29.400000 -3.380487 -48.919421 6.760541 8.068483 1.366855 0.031025 1.932540 -0.010712 0.001027 0.000000 0.000000 0.000000 0.000000 
1 29.600000 3.130453 -45.551605 6.839081 9.434789 2.565126 0.027053 2.452985 -0.004318 0.001730 7.330383 0.078540 0.000000 0.000000 
1 29.800000 9.357085 -41.683329 6.917621 10.662702 3.751857 0.019536 3.236965 0.005896 0.002433 7.330383 0.078540 0.000000 0.000000 
1 30.000000 15.261022 -37.338442 6.996161 11.792932 4.858179 0.007870 4.320526 0.019388 0.003136 7.330383 0.078540 0.000000 0.000000 
1 30.200000 21.914831 -31.584789 7.048521 12.960212 5.770325 -0.011243 5.750979 0.039283 0.003839 8.796459 0.052360 0.000000 0.000000 
2 30.200000 21.914831 -31.584789 7.048521 12.960212 5.770325 -0.011243 5.750979 0.039283 0.003839 0.000000 0.000000 80.000000 -35.000000 
3 30.200000 23.928953 -30.863087 7.030524 8.530544 3.975873 0.016725 4.134710 0.000777 0.000870 0.000000 0.000000 0.000000 0.000000 
1 30.400000 29.305789 -25.880704 7.056704 9.510745 5.138426 0.012269 5.243104 0.005341 0.001573 7.330383 0.026180 0.000000 0.000000 
2 30.400000 29.305789 -25.880704 7.056704 9.510745 5.138426 0.012269 5.243104 0.005341 0.001573 0.000000 0.000000 80.000000 -30.000000 
3 30.400000 29.553059 -26.517103 7.006124 6.892402 3.607921 0.013497 4.169491 -0.005507 0.000825 0.000000 0.000000 0.000000 0.000000 
2 30.400000 29.553059 -26.517103 7.006124 6.892402 3.607921 0.013497 4.169491 -0.005507 0.000825 0.000000 0.000000 80.000000 35.000000 
1 30.600000 37.248574 -19.727501 7.032304 7.926489 4.804091 0.007729 5.155903 0.000695 0.001528 10.262536 0.026180 0.000000 0.000000 
1 30.800000 45.837313 -11.740392 7.032304 9.082963 5.859664 -0.004479 6.303171 0.013823 0.002232 11.728613 0.000000 0.000000 0.000000 
1 31.000000 54.426052 -3.753283 7.032304 10.479306 6.657299 -0.022303 7.727807 0.032990 0.002935 11.728613 -0.000000 0.000000 0.000000 
2 31.000000 54.426052 -3.753283 7.032304 10.479306 6.657299 -0.022303 7.727807 0.032990 0.002935 0.000000 0.000000 80.000000 0.000000 
3 31.000000 54.065799 -3.025283 7.071946 7.252659 4.760270 0.007600 5.384281 0.003126 0.000825 0.000000 0.000000 0.000000 0.000000 
1 31.200000 61.298065 4.255786 7.045766 8.339144 5.852467 0.001753 6.528299 0.009247 0.001528 10.262536 -0.026180 0.000000 0.000000 
2 31.200000 61.298065 4.255786 7.045766 8.339144 5.852467 0.001753 6.528299 0.009247 0.001528 0.000000 0.000000 80.000000 5.000000 
3 31.200000 59.506488 2.420226 7.032547 6.237859 4.218044 0.009330 4.917374 0.000019 0.000827 0.000000 0.000000 0.000000 0.000000 
1 31.400000 67.019937 9.410772 7.058727 7.270732 5.344999 0.003385 6.042856 0.006083 0.001531 10.262536 0.026180 0.000000 0.000000 
1 31.600000 73.300980 15.569197 7.111086 8.300003 6.365252 -0.006531 7.365535 0.015190 0.002234 8.796459 0.052360 0.000000 0.000000 
1 31.800000 78.259420 20.968121 7.189626 9.287982 7.260162 -0.019422 8.915261 0.025285 0.002937 7.330383 0.078540 0.000000 0.000000 
2 31.800000 78.259420 20.968121 7.189626 9.287982 7.260162 -0.019422 8.915261 0.025285 0.002937 0.000000 0.000000 80.000000 -35.000000 
3 31.800000 80.748835 21.240320 7.098459 6.205854 4.947950 0.002355 6.250372 -0.001283 0.000804 0.000000 0.000000 0.000000 0.000000 
2 31.800000 80.748835 21.240320 7.098459 6.205854 4.947950 0.002355 6.250372 -0.001283 0.000804 0.000000 0.000000 80.000000 35.000000 
3 31.800000 81.320233 22.327861 7.116353 4.974915 3.730851 0.009322 4.891107 -0.000695 0.000510 0.000000 0.000000 0.000000 0.000000 
1 32.000000 88.222148 29.922808 7.142533 5.800837 4.862620 0.005358 6.169658 0.002722 0.001213 10.262536 0.026180 0.000000 0.000000 
2 32.000000 88.222148 29.922808 7.142533 5.800837 4.862620 0.005358 6.169658 0.002722 0.001213 0.000000 0.000000 80.000000 35.000000 
3 32.000000 87.454171 29.145472 7.148926 4.717315 3.738801 0.012770 4.876673 0.002847 0.000713 0.000000 0.000000 0.000000 0.000000 
1 32.200000 95.055203 38.077699 7.148926 5.472198 4.850302 0.006399 6.240066 0.008269 0.001416 11.728613 0.000000 0.000000 0.000000 
1 32.400000 101.706106 45.893397 7.122746 6.440399 5.852869 -0.004422 7.641632 0.017977 0.002120 10.262536 -0.026180 0.000000 0.000000 
1 32.600000 109.538351 54.623591 7.122746 7.662453 6.612404 -0.022926 9.274948 0.034578 0.002823 11.728613 -0.000000 0.000000 0.000000 
2 32.600000 109.538351 54.623591 7.122746 7.662453 6.612404 -0.022926 9.274948 0.034578 0.002823 0.000000 0.000000 80.000000 -10.000000 
3 32.600000 108.614313 54.848571 7.166586 5.423624 4.805608 -0.000392 6.398578 0.002301 0.000800 0.000000 0.000000 0.000000 0.000000 
1 32.800000 115.126165 62.780496 7.192766 6.313969 5.812319 -0.006875 7.832879 0.007345 0.001504 10.262536 0.026180 0.000000 0.000000 
1 33.000000 121.428151 70.880164 7.166586 7.405411 6.713025 -0.018801 9.309502 0.017135 0.002207 10.262536 -0.026180 0.000000 0.000000 
1 33.200000 128.870267 79.945221 7.166586 8.815383 7.350300 -0.038804 11.003976 0.033557 0.002910 11.728613 -0.000000 0.000000 0.000000 
1 33.400000 136.312383 89.010278 7.166586 10.645797 7.642408 -0.065181 12.981821 0.055212 0.003613 11.728613 0.000000 0.000000 0.000000 
2 33.400000 136.312383 89.010278 7.166586 10.645797 7.642408 -0.065181 12.981821 0.055212 0.003613 0.000000 0.000000 80.000000 25.000000 
3 33.400000 135.496381 88.418771 7.175553 6.356519 5.548033 0.003683 8.224916 0.008877 0.000795 0.000000 0.000000 0.000000 0.000000 
1 33.600000 141.936848 96.408766 7.201732 7.161702 6.521814 -0.002802 9.759001 0.013830 0.001498 10.262536 0.026180 0.000000 0.000000 
1 33.800000 146.386210 102.234372 7.227912 8.004955 7.436391 -0.011702 11.353362 0.020266 0.002201 7.330383 0.026180 0.000000 0.000000 
1 34.000000 152.399687 110.550486 7.254092 9.063936 8.116371 -0.030350 13.164316 0.033020 0.002905 10.262536 0.026180 0.000000 0.000000 
2 34.000000 152.399687 110.550486 7.254092 9.063936 8.116371 -0.030350 13.164316 0.033020 0.002905 0.000000 0.000000 80.000000 -25.000000 
3 34.000000 153.057585 111.389997 7.255359 5.790582 5.344464 0.003293 8.609342 -0.001252 0.000775 0.000000 0.000000 0.000000 0.000000 
1 34.200000 158.014436 118.656862 7.307719 6.379920 6.321109 -0.002529 10.223993 0.002288 0.001478 8.796459 0.052360 0.000000 0.000000 
2 34.200000 158.014436 118.656862 7.307719 6.379920 6.321109 -0.002529 10.223993 0.002288 0.001478 0.000000 0.000000 80.000000 -25.000000 
3 34.200000 157.212330 116.872694 7.279793 4.584907 4.305587 0.006321 7.475747 -0.005280 0.000802 0.000000 0.000000 0.000000 0.000000 
1 34.400000 163.582768 126.720428 7.279793 5.188729 5.353102 -0.001581 8.995532 -0.000168 0.001506 11.728613 -0.000000 0.000000 0.000000 
1 34.600000 169.156901 135.337196 7.305973 5.930446 6.256167 -0.014769 10.643273 0.007882 0.002209 10.262536 0.026180 0.000000 0.000000 
1 34.800000 172.212137 140.342755 7.358333 6.640358 7.065043 -0.026162 12.410653 0.014042 0.002912 5.864306 0.052360 0.000000 0.000000 
1 35.000000 175.001215 145.501353 7.463053 7.329814 7.671990 -0.041950 14.372788 0.020548 0.003615 5.864306 0.104720 0.000000 0.000000 
2 35.000000 175.001215 145.501353 7.463053 7.329814 7.671990 -0.041950 14.372788 0.020548 0.003615 0.000000 0.000000 80.000000 -10.000000 
3 35.000000 176.574431 147.285324 7.441899 4.472574 4.885257 0.010007 9.576990 0.009163 0.000817 0.000000 0.000000 0.000000 0.000000 
1 35.200000 181.271955 158.032119 7.441899 4.705503 5.601784 0.001232 11.532382 0.012999 0.001520 11.728613 0.000000 0.000000 0.000000 
2 35.200000 181.271955 158.032119 7.441899 4.705503 5.601784 0.001232 11.532382 0.012999 0.001520 0.000000 0.000000 80.000000 -15.000000 
3 35.200000 179.732636 156.174625 7.464934 3.523768 3.883711 0.010163 8.318748 0.004531 0.000809 0.000000 0.000000 0.000000 0.000000 
1 35.400000 183.069200 164.313730 7.464934 3.729192 4.632633 0.003576 10.245752 0.007231 0.001512 8.796459 0.000000 0.000000 0.000000 
1 35.600000 185.293577 169.739801 7.569653 3.910363 5.177503 -0.004938 12.305131 0.009719 0.002216 5.864306 0.104720 0.000000 0.000000 
1 35.800000 186.938589 175.368657 7.674373 4.111473 5.490431 -0.017721 14.462557 0.012040 0.002919 5.864306 0.104720 0.000000 0.000000 
1 36.000000 187.724308 179.696136 7.752913 4.344893 5.645555 -0.030493 16.656371 0.013336 0.003622 4.398230 0.078540 0.000000 0.000000 
1 36.200000 188.611841 188.447706 7.805273 5.165521 5.608932 -0.062314 18.868231 0.014887 0.004325 8.796459 0.052360 0.000000 0.000000 
2 36.200000 188.611841 188.447706 7.805273 5.165521 5.608932 -0.062314 18.868231 0.014887 0.004325 0.000000 0.000000 80.000000 -30.000000 
3 36.200000 188.815316 190.834270 7.835809 2.761933 3.100594 0.011296 11.922751 0.018517 0.000833 0.000000 0.000000 0.000000 0.000000 
2 36.200000 188.815316 190.834270 7.835809 2.761933 3.100594 0.011296 11.922751 0.018517 0.000833 0.000000 0.000000 80.000000 25.000000 
3 36.200000 188.973395 191.685425 7.837835 2.423020 2.354988 0.017734 9.182591 0.021694 0.000601 0.000000 0.000000 0.000000 0.000000 
1 36.400000 189.115419 200.480738 7.890195 2.160547 2.080533 0.012452 11.370943 0.021503 0.001304 8.796459 0.052360 0.000000 0.000000 
2 36.400000 189.115419 200.480738 7.890195 2.160547 2.080533 0.012452 11.370943 0.021503 0.001304 0.000000 0.000000 80.000000 -30.000000 
3 36.400000 189.100789 199.212824 7.864858 1.919498 1.392182 0.016606 8.442902 0.013281 0.000813 0.000000 0.000000 0.000000 0.000000 
2 36.400000 189.100789 199.212824 7.864858 1.919498 1.392182 0.016606 8.442902 0.013281 0.000813 0.000000 0.000000 80.000000 20.000000 
3 36.400000 188.853058 198.455222 7.876757 1.865230 1.205922 0.019048 6.990450 0.015058 0.000650 0.000000 0.000000 0.000000 0.000000 
1 36.600000 188.686119 205.783703 7.955297 1.644522 0.863621 0.014309 9.150922 0.014576 0.001353 7.330383 0.078540 0.000000 0.000000 
1 36.800000 187.796427 214.535054 8.007657 1.549647 0.399935 0.002548 11.267456 0.012755 0.002056 8.796459 0.052360 0.000000 0.000000 
1 37.000000 186.898772 220.330251 8.112377 1.730816 -0.203467 -0.009109 13.294871 0.009674 0.002759 5.864306 0.104720 0.000000 0.000000 
1 37.200000 185.400271 225.999870 8.164736 2.124712 -0.855467 -0.024514 15.267883 0.004726 0.003462 5.864306 0.052360 0.000000 0.000000 
1 37.400000 182.710512 234.375006 8.217096 3.040150 -1.460907 -0.052984 17.198969 -0.006091 0.004165 8.796459 0.052360 0.000000 0.000000 
1 37.600000 180.627583 239.856931 8.321816 4.157333 -2.118756 -0.074787 19.016909 -0.017107 0.004869 5.864306 0.104720 0.000000 0.000000 
2 37.600000 180.627583 239.856931 8.321816 4.157333 -2.118756 -0.074787 19.016909 -0.017107 0.004869 0.000000 0.000000 80.000000 -25.000000 
3 37.600000 180.298758 242.602924 8.317741 2.492093 -1.915058 0.002866 11.865676 0.024511 0.000881 0.000000 0.000000 0.000000 0.000000 
1 37.800000 177.675572 247.847825 8.370101 3.022808 -2.981806 -0.001627 13.399150 0.021962 0.001584 5.864306 0.052360 0.000000 0.000000 
2 37.800000 177.675572 247.847825 8.370101 3.022808 -2.981806 -0.001627 13.399150 0.021962 0.001584 0.000000 0.000000 80.000000 -30.000000 
3 37.800000 177.820559 247.171584 8.370486 2.635796 -2.077170 0.010045 9.422455 0.020939 0.000862 0.000000 0.000000 0.000000 0.000000 
1 38.000000 174.200498 253.545725 8.449026 3.238429 -3.247627 0.004814 10.777086 0.017399 0.001565 7.330383 0.078540 0.000000 0.000000 
1 38.200000 170.091487 259.616189 8.527565 4.092626 -4.403380 -0.004151 11.997686 0.010244 0.002268 7.330383 0.078540 0.000000 0.000000 
1 38.400000 165.518859 265.345551 8.606105 5.231230 -5.476692 -0.016290 13.127776 -0.001114 0.002971 7.330383 0.078540 0.000000 0.000000 
2 38.400000 165.518859 265.345551 8.606105 5.231230 -5.476692 -0.016290 13.127776 -0.001114 0.002971 0.000000 0.000000 80.000000 -5.000000 
3 38.400000 164.692891 266.455786 8.619770 4.033116 -3.754938 -0.000288 9.127327 0.028261 0.000960 0.000000 0.000000 0.000000 0.000000 
1 38.600000 160.628308 270.682990 8.672130 5.225517 -4.950656 -0.004137 9.933329 0.024151 0.001663 5.864306 0.052360 0.000000 0.000000 
2 38.600000 160.628308 270.682990 8.672130 5.225517 -4.950656 -0.004137 9.933329 0.024151 0.001663 0.000000 0.000000 80.000000 -10.000000 
3 38.600000 160.968446 270.017237 8.678355 4.175375 -3.448732 0.002614 7.479657 0.028834 0.000947 0.000000 0.000000 0.000000 0.000000 
1 38.800000 155.587047 274.994691 8.756895 5.530399 -4.642125 -0.001685 8.024887 0.023383 0.001650 7.330383 0.078540 0.000000 0.000000 
2 38.800000 155.587047 274.994691 8.756895 5.530399 -4.642125 -0.001685 8.024887 0.023383 0.001650 0.000000 0.000000 80.000000 -15.000000 
3 38.800000 157.084488 273.130753 8.749142 4.460487 -3.303444 0.003445 6.182085 0.026890 0.001039 0.000000 0.000000 0.000000 0.000000 
1 39.000000 152.508514 276.798253 8.853862 6.010141 -4.392032 0.000154 6.585946 0.021765 0.001742 5.864306 0.104720 0.000000 0.000000 
1 39.200000 146.340684 280.759614 8.932402 7.742245 -5.347996 -0.005881 6.870169 0.010515 0.002445 7.330383 0.078540 0.000000 0.000000 
1 39.400000 139.881063 284.224842 9.010942 9.646602 -6.102986 -0.013088 7.195712 -0.005894 0.003148 7.330383 0.078540 0.000000 0.000000 
1 39.600000 134.511793 286.583025 9.063301 11.643644 -6.712577 -0.019616 7.630872 -0.023161 0.003851 5.864306 0.052360 0.000000 0.000000 
1 39.800000 127.655131 289.175458 9.141841 13.773205 -7.062735 -0.027497 8.319594 -0.050268 0.004554 7.330383 0.078540 0.000000 0.000000 
2 39.800000 127.655131 289.175458 9.141841 13.773205 -7.062735 -0.027497 8.319594 -0.050268 0.004554 0.000000 0.000000 80.000000 -20.000000 
3 39.800000 127.368750 289.139069 9.151809 9.323583 -4.385300 -0.015917 4.918244 0.021871 0.001029 0.000000 0.000000 0.000000 0.000000 
